"FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","My_intwb_1","Distance","Shape_Leng","Shape_Area","My_intwbdy","PDEM_North"
0,0,0,0,0,0,45003,0,68520,52665300,0,NA
0,0,0,0,0,0,45012,0,36060,15452100,0,NA
0,0,0,0,0,0,45237,0,45360,21268800,0,NA
0,0,0,0,0,0,45238,106.49732081,114720,86953500,0,NA
0,0,0,0,0,0,47341,0,16500,5442300,0,NA
0,0,0,0,0,0,47353,0,22680,11590200,0,NA
0,0,0,0,0,0,47376,0,25560,15302700,0,NA
0,0,0,0,0,0,44514,0,231991.867732,287030700,0,NA
0,0,0,0,0,0,44638,144.67064571,93000,37313100,0,NA
0,0,0,0,0,0,45374,0,60120,51813900,0,NA
0,0,0,0,0,0,45940,0,206760,210991500,0,NA
0,0,0,0,0,0,46726,0,29160,21842100,0,NA
0,0,0,0,0,0,46729,0,204780,279335700,0,NA
0,0,0,0,0,0,46732,0,16320,4612500,0,NA
0,0,0,0,0,0,46742,0,102180,135351900,0,NA
0,0,0,0,0,0,46797,0,153300,192430800,0,NA
0,0,0,0,0,0,46846,130.02181773,4679.90275811,747898.539,0,NA
0,0,0,0,0,0,44670,0,30540,19954800,0,NA
0,0,0,0,0,0,45299,0,20100,7600500,0,NA
0,0,0,0,0,0,45442,0,47700,36031500,0,NA
0,0,0,0,0,0,45545,0,31020,13634100,0,NA
0,0,0,0,0,0,45560,0,11220,2746800,0,NA
0,0,0,0,0,0,45593,0,17220,6550200,0,NA
0,0,0,0,0,0,45615,0,140100,51206400,0,NA
0,0,0,0,0,0,45768,0,56100,22674600,0,NA
0,0,0,0,0,0,45935,0,21720,7920000,0,NA
0,0,0,0,0,0,46039,0,35220,23103000,0,NA
0,0,0,0,0,0,46709,0,13260,4098600,0,NA
0,0,0,0,0,0,46715,77.61290001,18060,7653600,0,NA
0,0,0,0,0,0,46722,0,10800,2253600,0,NA
0,0,0,0,0,0,51781,0,110040,58963500,0,308.905288020632
0,0,0,0,0,0,51839,0,28080,17773200,0,303.077841046514
0,0,0,0,0,0,47934,0,32940,18829800,0,NA
0,0,0,0,0,0,47936,0,35880,25798500,0,NA
0,0,0,0,0,0,47938,0,58800,57867300,0,NA
0,0,0,0,0,0,48003,0,28200,17964900,0,NA
0,0,0,0,0,0,50093,0,471276.177644,465743435.272,0,NA
0,0,0,0,0,0,49818,85.82549986,146155.560439,115576162.332,0,252.385404642664
0,0,0,0,0,0,51051,56.6835391,13560,2255400,0,NA
0,0,0,0,0,0,46342,0,16560,4405500,0,NA
0,0,0,0,0,0,46393,0,31680,16898400,0,NA
0,0,0,0,0,0,46619,0,13560,4042800,0,NA
0,0,0,0,0,0,47883,0,15540,6449400,0,NA
0,0,0,0,0,0,47914,0,84300,91689300,0,NA
0,0,0,0,0,0,47915,0,283380,530949600,0,NA
0,0,0,0,0,0,47923,0,111480,150578100,0,NA
0,0,0,0,0,0,47928,0,56940,40511700,0,NA
0,0,0,0,0,0,48009,0,57360,57078000,0,NA
0,0,0,0,0,0,49916,0,27420,12633300,0,278.849943785651
0,0,0,0,0,0,49967,0,16500,5208300,0,NA
0,0,0,0,0,0,50102,0,28260,14343300,0,NA
0,0,0,0,0,0,50151,121.94863079,38885.5770407,26806798.9378,0,NA
0,0,0,0,0,0,50960,0,21660,7344900,0,NA
0,0,0,0,0,0,50967,0,65040,43286400,0,NA
0,0,0,0,0,0,50971,190.33060156,97321.6306553,100303411.239,0,NA
0,0,0,0,0,0,51033,0,115440,127417500,0,NA
0,0,0,0,0,0,51051,0,90600,123071400,0,NA
0,0,0,0,0,0,51308,0,28020,16540200,0,NA
0,0,0,0,0,0,51349,0,130740,144475200,0,NA
0,0,0,0,0,0,52251,0,18194.1759122,5982767.64377,0,302.550472341589
0,0,0,0,0,0,52256,0,25380,14209200,0,304.478903345921
0,0,0,0,0,0,52303,0,14520,4800600,0,313.803891823092
0,0,0,0,0,0,52332,0,95894.1759122,99055332.3562,0,303.722344271247
0,0,0,0,0,0,52792,0,90000,117360900,0,NA
0,0,0,0,0,0,51676,0,10680,2440800,0,268.284900192666
0,0,0,0,0,0,51682,0,34260,17597700,0,270.484371226078
0,0,0,0,0,0,47855,0,313698.166538,263722500,0,NA
0,0,0,0,0,0,49476,0,6415.56043916,1039537.66816,0,235.735437157041
0,0,0,0,0,0,46690,0,71163.0494134,81675168.6895,0,NA
0,0,0,0,0,0,50956,0,12361.6306553,4074088.761,0,NA
0,0,0,0,0,0,46707,0,47040.1362735,42141348.5026,0,NA
